keep,field,ground_truth,acceptable_alternative,n,N,A,B,models,pages,raw_variants,verdict
,place_of_stay,cà feltrina san maria zobenigo,alla locanda valentina san maria zobenigo,1,0,1,0,gpt,36,Alla locanda Valentina S. M. Zobenigo,wrong
,place_of_stay,cà feltrina san maria zobenigo,casa cà vallarma san maria sabrigo,1,0,1,0,claude_thinking,36,Casa Ca' Vallarma S. M. Sabrigo,wrong
,place_of_stay,cà feltrina san maria zobenigo,cà cà vellina san maria zobenigo,1,0,1,0,claude_thinking,36,Cà Cà Vellina S. M. Zobenigo,wrong
,place_of_stay,cà feltrina san maria zobenigo,cà valtripa san maria fabrizio,1,0,1,0,claude_thinking,36,Ca Valtripa S. M. Fabrizio,wrong
,place_of_stay,da samuel capriles,da samuel capisuy,6,6,0,0,gemini,28,,wrong
,place_of_stay,da samuel capriles,da samuel papis,5,0,5,0,gemini,28,,wrong
,place_of_stay,da samuel capriles,da samuel capis,4,4,0,0,claude_thinking gemini,28,allogio da Samuel Capis,wrong
,place_of_stay,da samuel capriles,da samuel capis.y,3,0,3,0,gemini,28,,wrong
,place_of_stay,da samuel capriles,da samuel capriss,3,0,3,0,gpt,28,alloggiò da Samuel Capriss,wrong
,place_of_stay,da samuel capriles,casa di samuel capisuy,2,0,2,0,gemini,28,in Casa di Samuel Capisuy,wrong
,place_of_stay,da samuel capriles,da samuel caprieg,2,2,0,0,gpt,28,alloggiò da Samuel Caprieg,wrong
,place_of_stay,da samuel capriles,casa di samuel capidly,1,1,0,0,claude_thinking,28,,wrong
,place_of_stay,da samuel capriles,casa di samuel capilli,1,0,1,0,claude_thinking,28,in casa di Samuel Capilli,wrong
,place_of_stay,da samuel capriles,casa di samuel capily,1,0,1,0,claude_thinking,28,in casa di Samuel Capily,wrong
,place_of_stay,da samuel capriles,casa di samuel cariel,1,0,1,0,claude_thinking,28,in casa di Samuel Cariel,wrong
,place_of_stay,da samuel capriles,da samuel capelly,1,1,0,0,claude_thinking,28,allogio da Samuel Capelly,wrong
,place_of_stay,da samuel capriles,da samuel capilly,1,1,0,0,claude_thinking,28,allogio da Samuel Capilly,wrong
,place_of_stay,da samuel capriles,da samuel capilos,1,1,0,0,claude,28,allogio da Samuel Capilos,wrong
,place_of_stay,da samuel capriles,da samuel capis y,1,1,0,0,gemini,28,allogio da Samuel Capis:y,wrong
,place_of_stay,da samuel capriles,da samuel capril,1,0,1,0,claude_thinking,28,allogio da Samuel Capril,wrong
,place_of_stay,da samuel capriles,da samuel caprili,1,0,1,0,claude_thinking,28,allogio da Samuel Caprili,wrong
,place_of_stay,da samuel capriles,da samuel caprilij,1,0,1,0,claude_thinking,28,,wrong
,place_of_stay,da samuel capriles,da samuel caprilj,1,0,1,0,claude_thinking,28,,wrong
,place_of_stay,da samuel capriles,da samuel caprilos,1,1,0,0,claude_thinking,28,allogio da Samuel Caprilos,wrong
,place_of_stay,da samuel capriles,da samuel caprils,1,1,0,0,claude_thinking,28,,wrong
,place_of_stay,da samuel capriles,da samuel caprioli,1,1,0,0,claude_thinking,28,,wrong
,place_of_stay,da samuel capriles,da samuel caprissig,1,1,0,0,gpt,28,alloggiò da Samuel Caprissig,wrong
,place_of_stay,da samuel capriles,da samuel cupiti,1,1,0,0,claude_thinking,28,,wrong
,place_of_stay,da samuel capriles,sub da samuel capriles,1,0,1,0,claude_thinking,28,sub allogio da Samuel Capriles,wrong
,place_of_stay,dal quondam beniamin ottolengo,dal sig beniamin ottolengo,17,11,6,0,claude gpt,28,alloggiò dal sig. Beniamin Ottolengo | allogio dal Sig. Beniamin Ottolengo,wrong
,place_of_stay,dal quondam beniamin ottolengo,casa del quondam beniamin ottolengo,11,1,5,5,claude_thinking gemini,28,Casa del q. Beniamin Ottolengo | casa del q. Beniamin Ottolengo | in Casa del qm Beniamin Ottolengo | in casa del q.m Beniamin Ottolengo | in casa del qm Beniamin Ottolengo,wrong
,place_of_stay,dal quondam beniamin ottolengo,quondam beniamin ottolengo,7,6,0,1,claude_thinking gemini31,28,qm Beniamin Ottolengo,wrong
,place_of_stay,dal quondam beniamin ottolengo,dal sig beniamin ostolengo,5,0,5,0,claude claude_thinking,28,allogio dal Sig. Beniamin Ostolengo | dal Sig. Beniamin Ostolengo,wrong
,place_of_stay,dal quondam beniamin ottolengo,dal quondam beniamin ostolengo,4,3,1,0,claude_thinking gpt,28,alloggiò dal q.m Beniamin Ostolengo | allogio dal q.m Beniamin Ostolengo | allogio dal qm Beniamin Ostolengo,wrong
,place_of_stay,dal quondam beniamin ottolengo,dal gm beniamin ottolengo,2,2,0,0,claude_thinking,28,allogio dal gm Beniamin Ottolengo,wrong
,place_of_stay,dal quondam beniamin ottolengo,dal gen beniamin ottolengo,1,1,0,0,claude_thinking,28,dal gen. Beniamin Ottolengo,wrong
,place_of_stay,dal quondam beniamin ottolengo,dal quondam beniamin ottolenghi,1,0,1,0,claude_thinking,28,dal q.m Beniamin Ottolenghi,wrong
,place_of_stay,dal quondam beniamin ottolengo,dal quondam beniamin ottolengho,1,0,1,0,claude_thinking,28,dal qm Beniamin Ottolengho,wrong
,place_of_stay,dal quondam beniamin ottolengo,dal sig.r beniamin ottolengo,1,1,0,0,gpt,28,alloggiò dal sig.r Beniamin Ottolengo,wrong
,place_of_stay,dal quondam beniamin ottolengo,sub dal quondam beniamin ottolengo,1,0,1,0,claude_thinking,28,sub allogio dal qm Beniamin Ottolengo,wrong
,place_of_stay,locanda del carro san moisè,alla locanda del carro san moisè,144,0,0,144,claude claude_thinking gemini gemini31 gpt,36,"Alla Locanda del Carro S. Moisè | Alla Locanda del Carro, S. Moisè",wrong
,place_of_stay,locanda del carro san moisè,(blank),26,16,10,0,claude claude_thinking,36,,wrong
,place_of_stay,locanda del carro san moisè,alla locanda san moisè,13,3,10,0,gpt,36,Alla locanda S. Moisè,wrong
,place_of_stay,locanda del carro san moisè,alla locanda del leon b san moise,12,0,12,0,gemini31,36,Alla locanda del Leon B. S. Moise,wrong
,place_of_stay,locanda del carro san moisè,alla locanda del doro san moisè,11,0,11,0,claude claude_thinking,36,"Alla locanda del Doro S. Moisè | Alla locanda del Doro, S. Moisè | alla locanda del Doro S. Moisè | alla locanda del Doro, S. Moisè",wrong
,place_of_stay,locanda del carro san moisè,alla locanda del leon san moise,10,10,0,0,gemini31,36,Alla loc. del Leon S. Moise,wrong
,place_of_stay,locanda del carro san moisè,alla locanda del scudo di francia san provolo,10,0,10,0,gemini,36,Alla Locanda del Scudo di Francia S. Provolo,wrong
,place_of_stay,locanda del carro san moisè,alla posta del corso san moisè,9,9,0,0,claude,36,Alla Posta del Corso S. Moisè,wrong
,place_of_stay,locanda del carro san moisè,alla locanda del leon bianco san moise,8,0,8,0,gemini31,36,Alla locanda del Leon Bianco S. Moise,wrong
,place_of_stay,locanda del carro san moisè,alla cà vetturina san maria zobenigo,5,0,5,0,gemini31,36,Alla Cà Vetturina S. M. Zobenigo,wrong
,place_of_stay,locanda del carro san moisè,alla scudo di francia,4,4,0,0,gemini,36,,wrong
,place_of_stay,locanda del carro san moisè,casa di pietro danna san aponal,4,0,4,0,gemini,36,In Casa di Pietro Danna S. Aponal,wrong
,place_of_stay,locanda del carro san moisè,all maria del maria san moisè,3,0,3,0,claude_thinking,36,All M. del M. S. Moisè,wrong
,place_of_stay,locanda del carro san moisè,alla locanda del corvo san moisè,3,0,3,0,claude_thinking,36,Alla locanda del Corvo S. Moisè,wrong
,place_of_stay,locanda del carro san moisè,alla locanda del dolo san moisè,3,2,1,0,claude_thinking,36,Alla Locanda del Dolo S. Moisè | Alla locanda del Dolo S. Moisè,wrong
,place_of_stay,locanda del carro san moisè,alla locanda del duca san moisè,3,0,3,0,claude_thinking,36,Alla locanda del Duca S. Moisè,wrong
,place_of_stay,locanda del carro san moisè,casa di pietro danna san provolo,3,0,3,0,gemini,36,In Casa di Pietro Danna S. Provolo,wrong
,place_of_stay,locanda del carro san moisè,locanda del coro san moisè,3,0,3,0,claude_thinking,36,Locanda del Coro S. Moisè,wrong
,place_of_stay,locanda del carro san moisè,locanda del re di san moise,3,0,3,0,claude_thinking,36,Locanda del Re di S. Moise,wrong
,place_of_stay,locanda del carro san moisè,all mc del moro san moise,2,2,0,0,claude_thinking,36,All. Mc del Moro S. Moise,wrong
,place_of_stay,locanda del carro san moisè,alla cappelletta san maria zobenigo,2,0,2,0,gemini31,36,Alla Cappelletta S. M. Zobenigo,wrong
,place_of_stay,locanda del carro san moisè,alla cà vetturina san m.a zobenigo,2,0,2,0,gemini31,36,Alla Cà Vetturina S. M.a Zobenigo,wrong
,place_of_stay,locanda del carro san moisè,alla locanda del dogo san moise,2,0,2,0,claude_thinking,36,Alla locanda del Dogo S. Moise,wrong
,place_of_stay,locanda del carro san moisè,alla locanda del leon d san moisè,2,2,0,0,gpt,36,Alla loc. del Leon d. S. Moisè,wrong
,place_of_stay,locanda del carro san moisè,alla locanda del uro san moisè,2,2,0,0,claude_thinking,36,alla Locanda del Uro S. moisè,wrong
,place_of_stay,locanda del carro san moisè,alla locanda di san moisè,2,2,0,0,gpt,36,Alla locanda di S. Moisè,wrong
,place_of_stay,locanda del carro san moisè,alla sca del ostro san moise,2,2,0,0,claude_thinking,36,Alla Sca del Ostro S. Moise,wrong
,place_of_stay,locanda del carro san moisè,locanda del corvo san moisè,2,2,0,0,claude_thinking,36,Locanda del Corvo S. Moisè,wrong
,place_of_stay,locanda del carro san moisè,locanda del pero san moise,2,0,2,0,claude_thinking,36,Locanda del Pero S. Moise,wrong
,place_of_stay,locanda del carro san moisè,all del orso san moisè,1,1,0,0,claude,36,All. del Orso S. Moisè,wrong
,place_of_stay,locanda del carro san moisè,alla cappelletta a san maria zobenigo,1,0,1,0,gemini31,36,Alla Cappelletta a S. M. Zobenigo,wrong
,place_of_stay,locanda del carro san moisè,alla locanda del leon d moisè,1,1,0,0,gpt,36,Alla loc. del Leon d. Moisè,wrong
,place_of_stay,locanda del carro san moisè,alla locanda del leon d'oro san moisè,1,1,0,0,gpt,36,"Alla loc. del Leon d’Oro, S. Moisè",wrong
,place_of_stay,locanda del carro san moisè,alla spada,1,1,0,0,gemini,36,,wrong
,place_of_stay,locanda del carro san moisè,allo scudo di francia san moisè,1,1,0,0,claude_thinking,36,Allo Scudo di Francia S. Moisè,wrong
,place_of_stay,locanda del carro san moisè,allo scudo san moisè,1,1,0,0,claude_thinking,36,Allo Scudo S. Moisè,wrong
,place_of_stay,locanda del carro san moisè,locanda del dotto san moisè,1,0,1,0,claude_thinking,36,Locanda del Dotto S. Moisè,wrong
,place_of_stay,locanda del carro san moisè,osteria del gobbo san moise,1,1,0,0,claude_thinking,36,All'osteria del Gobbo S. Moise,wrong
,place_of_stay,locanda del carro san moisè,scudo di francia san lucca,1,1,0,0,claude_thinking,36,Scudo di Francia S. Lucca,wrong
,place_of_stay,ospizio de' poveri,ospizio de poveri,106,56,50,0,claude claude_thinking gemini31,28,All'Osp. de Poveri | Osp. de Poveri | all'Osp. de Poveri | all'Ospizio de Poveri | alloggio all'Osp. de Poveri | allogio all'Osp. de Poveri | allogio all'Ospizio de Poveri,wrong
,place_of_stay,ospizio de' poveri,ospizio de'poveri,40,0,0,40,gemini gemini31,28,all'Ospizio de'Poveri | all’Osp(izi)o de’Poveri | all’Ospizio de’Poveri,wrong
,place_of_stay,ospizio de' poveri,ospitale de poveri,16,1,15,0,gemini gemini31,28,all'Ospitale de Poveri,wrong
,place_of_stay,ospizio de' poveri,ospizio de roveri,8,8,0,0,gpt,28,alloggiò all'osp. de Roveri | alloggiò all’Osp. de Roveri | alloggiò all’osp. de Roveri | all’osp. de Roveri,wrong
,place_of_stay,ospizio de' poveri,osp.o de poveri,7,0,7,0,claude_thinking gemini,28,all'Osp.o de Poveri,wrong
,place_of_stay,ospizio de' poveri,osp.l de poveri,6,6,0,0,gemini,28,all'Osp.l de Poveri,wrong
,place_of_stay,ospizio de' poveri,osp.l de' poveri,6,6,0,0,gemini,28,Nell' Osp.l de' Poveri,wrong
,place_of_stay,ospizio de' poveri,osp.o de' poveri,5,0,5,0,gemini,28,Nell' Osp.o de' Poveri,wrong
,place_of_stay,ospizio de' poveri,ospedale de' poveri,5,0,5,0,claude_thinking,28,all'Ospedale de' Poveri,wrong
,place_of_stay,ospizio de' poveri,osp.le de poveri,4,4,0,0,claude_thinking,28,,wrong
,place_of_stay,ospizio de' poveri,osp.e de poveri,2,2,0,0,claude_thinking,28,all'Osp.e de Poveri | allogio all'Osp.e de Poveri,wrong
,place_of_stay,ospizio de' poveri,ospedal de poveri,2,2,0,0,claude_thinking,28,,wrong
,place_of_stay,ospizio de' poveri,ospedale de poveri,1,0,1,0,claude_thinking,28,all'Ospedale de Poveri,wrong
,place_of_stay,ospizio de' poveri,ospitale de' poveri,1,1,0,0,gemini,28,Nell' Ospitale de' Poveri,wrong
,place_of_stay,ospizio de' poveri,ospizio di roveri,1,0,1,0,gpt,28,alloggiò all’Osp. di Roveri,wrong
,place_of_stay,quondam emanuel pesaro,dal quondam emanuel pesaro,85,27,38,20,claude_thinking gemini gemini31 gpt,28,alloggiarono dal quondam Emanuel Pesaro | alloggio dal qm Emanuel Pesaro | alloggiò dal quondam Emanuel Pesaro | allogio dal qm Emanuel Pesaro | dal q.m Emanuel Pesaro | dal qm Emanuel Pesaro,wrong
,place_of_stay,quondam emanuel pesaro,casa del quondam emanuel pesaro,23,0,7,16,claude_thinking gemini,28,Casa del q. Emanuel Pesaro | casa del q. Emanuel Pesaro | in Casa del qm Emanuel Pesaro | in casa del qm Emanuel Pesaro | in casa del quondam Emanuel Pesaro,wrong
,place_of_stay,quondam emanuel pesaro,dal sig emanuel pesaro,20,1,19,0,claude claude_thinking,28,allogio dal Sig. Emanuel Pesaro | dal Sig. Emanuel Pesaro,wrong
,place_of_stay,quondam emanuel pesaro,dal quondam emanuel pegaro,15,6,9,0,claude_thinking gemini gpt,28,alloggio dal q.m Emanuel Pegaro | alloggiò dal q.m Emanuel Pegaro | alloggiò dal qm Emanuel Pegaro | allogio dal q.m Emanuel Pegaro | allogio dal qm Emanuel Pegaro | dal q.m Emanuel Pegaro,wrong
,place_of_stay,quondam emanuel pesaro,dal sig emanuel pegaro,11,9,2,0,claude,28,allogio dal Sig. Emanuel Pegaro,wrong
,place_of_stay,quondam emanuel pesaro,allog(iaro)no dal quondam emanuel pesaro,4,0,0,4,gpt,28,,wrong
,place_of_stay,quondam emanuel pesaro,dal quondam emanuel pavan,4,0,4,0,gpt,28,alloggiò dal q.m Emanuel Pavan,wrong
,place_of_stay,quondam emanuel pesaro,dal quondam emanuele pegaro,4,4,0,0,gpt,28,alloggio dal qm Emanuele Pegaro | alloggiò dal q.m Emanuele Pegaro | alloggiò dal qm Emanuele Pegaro,wrong
,place_of_stay,quondam emanuel pesaro,casa del quondam emanuel pegaro,3,2,1,0,claude_thinking,28,in casa del q.m Emanuel Pegaro,wrong
,place_of_stay,quondam emanuel pesaro,dal quondam emanuel pijava,2,2,0,0,gemini,28,allogio dal qm Emanuel Pijava,wrong
,place_of_stay,quondam emanuel pesaro,casa del quondam emanuel pejaro,1,0,1,0,claude_thinking,28,in casa del q.m Emanuel Pejaro,wrong
,place_of_stay,quondam emanuel pesaro,dal gen emanuel lezaro,1,1,0,0,claude_thinking,28,dal gen. Emanuel Lezaro,wrong
,place_of_stay,quondam emanuel pesaro,dal gm emanuel pegaro,1,1,0,0,claude_thinking,28,allogio dal gm Emanuel Pegaro,wrong
,place_of_stay,quondam emanuel pesaro,dal gm emanuel pesaro,1,1,0,0,claude_thinking,28,,wrong
,place_of_stay,quondam emanuel pesaro,dal quondam emanuele peyaro,1,1,0,0,gpt,28,alloggiò dal qm Emanuele Peyaro,wrong
,place_of_stay,quondam emanuel pesaro,dal quondam emanuello pegaro,1,1,0,0,gpt,28,alloggiò dal q.m Emanuello Pegaro,wrong
,place_of_stay,quondam emanuel pesaro,dal sig emanuele pavan,1,1,0,0,gpt,28,dal sig. Emanuele Pavan,wrong
,place_of_stay,quondam emanuel pesaro,dal sig.r emanuele pegaro,1,1,0,0,gpt,28,alloggiò dal sig.r Emanuele Pegaro,wrong
,place_of_stay,quondam emanuel pesaro,sub dal quondam emanuel pegaro,1,0,1,0,claude_thinking,28,sub allogio dal qm Emanuel Pegaro,wrong
